station_id,station_name,timestamp,temperature_c,pressure_hpa,humidity_pct,dew_point_c,wind_speed_ms,is_ground_truth_anomaly,ground_truth_label,anomaly_type
AWS-01,Delhi NCR Urban,2026-08-01T08:15:00+00:00,32.44,995.02,54.63,22.13,4.08,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T08:30:00+00:00,33.09,994.71,52.72,22.15,4.27,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T08:45:00+00:00,33.09,994.81,51.89,21.89,5.14,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T09:00:00+00:00,33.7,995.12,51.85,22.43,3.93,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T09:15:00+00:00,34.73,995.09,50.79,23.04,4.81,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T09:30:00+00:00,35.21,995.35,50.17,23.28,5.07,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T09:45:00+00:00,35.91,995.1,49.51,23.7,0.5,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T10:00:00+00:00,36.44,994.69,51.4,24.81,4.11,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T10:15:00+00:00,20.0,995.2,100.0,23.5,5.74,True,ANOMALY,CROSS_SENSOR_INCONSISTENCY
AWS-01,Delhi NCR Urban,2026-08-01T10:30:00+00:00,36.51,995.42,46.16,23.08,5.37,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T10:45:00+00:00,37.17,994.65,47.84,24.28,4.19,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T11:00:00+00:00,37.62,995.49,46.53,24.23,4.05,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T11:15:00+00:00,38.1,994.87,46.06,24.49,3.28,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T11:30:00+00:00,38.63,995.06,45.77,24.86,2.57,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T11:45:00+00:00,38.33,994.8,44.58,24.15,3.4,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T12:00:00+00:00,38.88,994.07,45.65,25.04,3.96,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T12:15:00+00:00,38.7,994.97,42.26,23.6,3.25,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T12:30:00+00:00,39.69,994.53,39.67,23.43,4.48,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T12:45:00+00:00,38.75,993.98,43.76,24.22,3.91,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T13:00:00+00:00,39.98,994.14,40.78,24.15,0.5,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T13:15:00+00:00,39.65,994.07,43.86,25.07,5.05,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T13:30:00+00:00,40.3,992.73,42.31,25.05,3.78,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T13:45:00+00:00,39.74,992.99,42.4,24.58,3.73,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T14:00:00+00:00,40.38,993.38,44.0,25.77,5.37,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T14:15:00+00:00,40.16,992.85,42.12,24.85,5.2,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T14:30:00+00:00,39.74,993.2,42.9,24.78,3.63,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T14:45:00+00:00,39.67,992.95,41.35,24.1,3.9,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T15:00:00+00:00,39.98,993.41,42.42,24.81,3.7,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T15:15:00+00:00,39.48,993.24,43.71,24.86,6.2,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-01T15:30:00+00:00,39.48,992.56,42.41,24.36,1.6,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-01T15:45:00+00:00,39.48,992.89,43.53,24.79,2.51,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-01T16:00:00+00:00,39.48,992.82,44.01,24.98,0.66,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-01T16:15:00+00:00,39.48,992.87,45.23,25.43,3.86,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-01T16:30:00+00:00,39.48,993.03,44.93,25.32,4.87,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-01T16:45:00+00:00,39.48,993.08,44.26,25.07,5.99,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-01T17:00:00+00:00,39.48,992.87,43.61,24.82,4.85,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-01T17:15:00+00:00,36.8,993.17,47.05,23.67,3.05,True,ANOMALY,SENSOR_DRIFT
AWS-01,Delhi NCR Urban,2026-08-01T17:30:00+00:00,36.78,992.81,48.58,24.18,2.02,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T17:45:00+00:00,35.83,993.44,47.74,23.02,5.91,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T18:00:00+00:00,36.08,993.34,49.11,23.72,3.13,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T18:15:00+00:00,34.62,993.02,50.06,22.7,3.55,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T18:30:00+00:00,34.97,994.14,49.41,22.81,3.09,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T18:45:00+00:00,34.56,994.18,51.3,23.05,2.82,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T19:00:00+00:00,34.9,993.96,53.83,24.16,3.73,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T19:15:00+00:00,33.72,994.01,53.16,22.86,2.43,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T19:30:00+00:00,33.24,994.63,53.58,22.55,8.06,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T19:45:00+00:00,32.24,994.92,52.35,21.25,5.87,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T20:00:00+00:00,26.77,996.94,82.18,23.48,7.36,False,GENUINE_WEATHER_EVENT,GENUINE_WEATHER_EVENT
AWS-01,Delhi NCR Urban,2026-08-01T20:15:00+00:00,31.56,994.9,54.74,21.35,4.65,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T20:30:00+00:00,31.1,1017.0,57.36,21.68,5.37,True,ANOMALY,SPIKE
AWS-01,Delhi NCR Urban,2026-08-01T20:45:00+00:00,30.91,994.13,58.32,21.77,6.79,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T21:00:00+00:00,30.03,995.02,59.14,21.18,5.86,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T21:15:00+00:00,14.23,994.85,58.27,6.15,2.67,True,ANOMALY,SPIKE
AWS-01,Delhi NCR Urban,2026-08-01T21:30:00+00:00,28.8,995.15,59.76,20.2,2.86,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T21:45:00+00:00,28.49,994.71,61.22,20.3,4.91,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T22:00:00+00:00,27.56,994.62,60.31,19.18,4.46,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T22:15:00+00:00,27.98,995.65,65.05,20.8,5.79,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T22:30:00+00:00,27.31,994.67,63.14,19.68,5.26,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T22:45:00+00:00,26.82,995.09,62.68,19.11,4.58,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T23:00:00+00:00,26.98,995.04,63.73,19.52,6.82,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T23:15:00+00:00,26.72,994.94,65.09,19.62,3.14,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T23:30:00+00:00,25.64,995.21,65.85,18.78,1.78,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-01T23:45:00+00:00,24.57,994.65,65.74,17.74,2.91,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T00:00:00+00:00,25.13,994.42,66.64,18.48,2.58,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T00:15:00+00:00,42.97,994.3,68.07,35.81,5.14,True,ANOMALY,SPIKE
AWS-01,Delhi NCR Urban,2026-08-02T00:30:00+00:00,24.68,993.67,67.11,18.17,5.35,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T00:45:00+00:00,24.98,994.29,67.13,18.46,7.07,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T01:00:00+00:00,23.9,994.06,67.16,17.44,4.48,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T01:15:00+00:00,23.93,993.81,69.01,17.89,1.25,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T01:30:00+00:00,24.4,994.23,69.79,18.52,2.25,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T01:45:00+00:00,23.99,994.04,67.46,17.59,6.23,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T02:00:00+00:00,24.34,993.41,67.37,17.91,6.33,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T02:15:00+00:00,23.7,993.16,69.43,17.77,1.62,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T02:30:00+00:00,24.75,993.31,69.36,18.76,3.13,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T02:45:00+00:00,24.07,992.97,66.85,17.52,4.88,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T03:00:00+00:00,23.77,974.48,64.62,16.71,2.67,True,ANOMALY,SPIKE
AWS-01,Delhi NCR Urban,2026-08-02T03:15:00+00:00,24.39,993.02,66.88,17.84,5.96,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T03:30:00+00:00,24.11,992.53,65.69,17.28,5.42,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T03:45:00+00:00,24.83,992.94,66.65,18.2,2.89,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T04:00:00+00:00,25.37,992.5,67.7,18.97,3.11,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T04:15:00+00:00,24.96,992.97,66.02,18.17,2.03,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T04:30:00+00:00,26.1,992.52,65.8,19.2,3.9,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T04:45:00+00:00,25.59,993.46,61.57,17.66,3.59,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T05:00:00+00:00,26.42,992.79,62.89,18.78,5.35,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T05:15:00+00:00,26.28,992.88,62.27,18.49,3.49,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T05:30:00+00:00,27.24,993.47,62.06,19.35,4.37,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T05:45:00+00:00,28.42,992.98,63.39,20.8,6.13,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T06:00:00+00:00,27.62,993.35,60.13,19.19,4.66,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T06:15:00+00:00,28.43,993.79,60.89,20.15,5.64,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T06:30:00+00:00,29.3,993.51,60.72,20.93,4.09,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T06:45:00+00:00,29.14,994.08,59.14,20.35,5.99,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T07:00:00+00:00,30.07,994.11,58.26,20.98,2.47,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T07:15:00+00:00,30.66,994.31,57.53,21.32,4.66,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T07:30:00+00:00,25.25,996.58,83.52,22.26,7.16,False,GENUINE_WEATHER_EVENT,GENUINE_WEATHER_EVENT
AWS-01,Delhi NCR Urban,2026-08-02T07:45:00+00:00,30.22,994.46,54.95,20.17,3.25,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T08:00:00+00:00,32.76,994.72,54.88,22.51,2.89,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T08:15:00+00:00,32.76,994.81,53.35,22.04,0.5,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T08:30:00+00:00,32.76,994.78,52.87,21.89,2.22,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T08:45:00+00:00,32.76,994.79,53.1,21.96,2.95,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T09:00:00+00:00,32.76,995.48,52.14,21.66,6.25,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T09:15:00+00:00,32.76,994.98,52.5,21.78,5.28,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T09:30:00+00:00,32.76,995.23,50.06,21.0,3.34,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T09:45:00+00:00,32.76,995.06,49.49,20.81,5.98,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T10:00:00+00:00,36.66,995.42,48.58,24.07,5.75,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T10:15:00+00:00,36.66,995.53,48.25,23.96,6.66,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T10:30:00+00:00,36.66,995.44,45.2,22.88,4.74,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T10:45:00+00:00,36.66,995.52,46.47,23.33,0.5,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T11:00:00+00:00,36.66,994.07,46.76,23.44,5.76,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T11:15:00+00:00,36.66,995.3,46.19,23.23,4.76,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T11:30:00+00:00,36.66,995.58,44.93,22.78,7.42,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T11:45:00+00:00,36.66,994.72,43.2,22.13,4.3,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-02T12:00:00+00:00,38.81,994.88,44.24,24.46,6.31,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T12:15:00+00:00,39.4,994.33,43.77,24.81,4.18,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T12:30:00+00:00,39.4,994.18,44.0,24.9,2.84,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T12:45:00+00:00,39.26,994.15,42.28,24.1,4.7,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T13:00:00+00:00,40.02,994.2,41.88,24.63,4.2,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T13:15:00+00:00,39.01,993.41,43.52,24.36,3.12,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T13:30:00+00:00,39.9,993.5,43.09,24.99,4.46,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T13:45:00+00:00,39.61,993.1,42.74,24.6,3.0,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T14:00:00+00:00,40.01,993.24,41.35,24.4,2.05,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T14:15:00+00:00,40.21,993.02,41.82,24.77,5.05,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T14:30:00+00:00,40.67,993.13,40.63,24.7,3.67,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T14:45:00+00:00,39.15,993.21,41.66,23.76,7.03,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T15:00:00+00:00,39.24,993.21,41.14,23.63,2.52,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T15:15:00+00:00,39.66,993.18,42.42,24.52,3.53,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T15:30:00+00:00,38.84,992.78,41.21,23.3,3.4,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T15:45:00+00:00,39.48,992.23,41.96,24.18,2.15,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T16:00:00+00:00,39.23,992.49,44.7,25.01,1.2,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T16:15:00+00:00,38.49,1014.93,45.03,24.47,4.8,True,ANOMALY,SPIKE
AWS-01,Delhi NCR Urban,2026-08-02T16:30:00+00:00,37.87,993.29,44.11,23.56,4.77,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T16:45:00+00:00,37.78,993.19,46.8,24.46,4.86,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T17:00:00+00:00,38.64,993.18,44.29,24.32,1.37,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T17:15:00+00:00,37.73,992.54,45.05,23.79,5.0,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T17:30:00+00:00,36.49,993.25,47.32,23.47,5.01,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T17:45:00+00:00,37.01,992.8,49.67,24.76,5.79,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T18:00:00+00:00,35.78,993.51,47.15,22.77,2.01,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T18:15:00+00:00,35.3,993.16,50.34,23.42,6.94,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T18:30:00+00:00,35.0,994.03,49.7,22.93,0.5,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T18:45:00+00:00,34.88,994.29,50.65,23.13,3.31,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T19:00:00+00:00,28.63,996.35,79.2,24.67,5.4,False,GENUINE_WEATHER_EVENT,GENUINE_WEATHER_EVENT
AWS-01,Delhi NCR Urban,2026-08-02T19:15:00+00:00,34.22,994.2,52.98,23.27,3.26,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T19:30:00+00:00,32.98,994.02,53.99,22.44,0.82,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T19:45:00+00:00,32.86,994.05,54.21,22.39,5.42,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T20:00:00+00:00,32.04,994.36,52.85,21.22,2.78,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T20:15:00+00:00,55.22,994.94,56.11,43.68,3.23,True,ANOMALY,SPIKE
AWS-01,Delhi NCR Urban,2026-08-02T20:30:00+00:00,31.31,994.41,56.04,21.5,3.65,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T20:45:00+00:00,30.0,995.17,58.16,20.88,2.9,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T21:00:00+00:00,30.42,995.3,58.89,21.48,3.06,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T21:15:00+00:00,29.1,995.0,61.11,20.85,4.02,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T21:30:00+00:00,29.86,995.5,60.24,21.32,4.2,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T21:45:00+00:00,28.73,995.25,59.74,20.13,2.5,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T22:00:00+00:00,27.18,994.6,60.54,18.89,4.64,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T22:15:00+00:00,27.29,994.94,60.37,18.94,4.12,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T22:30:00+00:00,26.88,994.91,64.3,19.58,4.7,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T22:45:00+00:00,26.44,995.21,62.5,18.7,5.2,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T23:00:00+00:00,26.26,995.23,65.14,19.19,4.14,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T23:15:00+00:00,25.59,994.68,62.86,17.99,2.95,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T23:30:00+00:00,25.52,995.0,64.14,18.24,4.14,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-02T23:45:00+00:00,25.82,994.16,65.49,18.86,2.62,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-03T00:00:00+00:00,24.54,994.62,66.62,17.92,3.74,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-03T00:15:00+00:00,24.83,994.87,65.6,17.95,1.54,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-03T00:30:00+00:00,24.42,994.18,68.69,18.29,1.44,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-03T00:45:00+00:00,24.65,994.27,67.37,18.2,0.5,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-03T01:00:00+00:00,24.46,993.6,67.7,18.09,5.14,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-03T01:15:00+00:00,24.01,993.88,67.36,17.59,5.69,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-03T01:30:00+00:00,23.16,993.82,67.85,16.9,1.48,False,NORMAL,NONE
AWS-01,Delhi NCR Urban,2026-08-03T01:45:00+00:00,24.73,993.25,66.33,18.03,5.08,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-03T02:00:00+00:00,24.73,993.09,68.98,18.65,6.33,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-03T02:15:00+00:00,24.73,1015.28,70.92,19.1,3.78,True,ANOMALY,FROZEN_SENSOR
AWS-01,Delhi NCR Urban,2026-08-03T02:30:00+00:00,24.73,993.2,68.28,18.49,3.78,True,ANOMALY,FROZEN_SENSOR
